actual_label	image	predicted_label
U neck	5167_b1567a83354333cee009d05e71ac764f.jpg	Round Neck
U neck	3472_6d5d36ea13d020097a5c64b585c98a84.jpg	U neck
U neck	3753_668b91a5876f0137cc8efe956deb06ec.jpg	U neck
U neck	2885_46e872e0f901ab4624b602bcd8619f9a.jpg	U neck
chinese collar neck	391_bea35e526dbf90a181dbe2d228c52bce.jpg	chinese collar neck
Round collar	2966_3eeb95beed765acd07246c42d5c1303f.jpg	chinese collar neck
chinese collar neck	2801_5796f496a155ecbb1e21721122291acb.jpg	chinese collar neck
chinese collar neck	68_8d52fd270fddf120698bb79ae576d276.jpg	V Neck
V Neck	1632_fe8baf37a9c1d2ae613a83a346b4b838.jpg	V Neck
V Neck	3145_02bf1a461b6892c0f3d32fec54574155.jpg	U neck
Round collar	4268_84c947d333c9517e1ac14cf9b692f57b.jpg	V Neck
Boat neck	4526_7de020e7552db2ba0d7cfe46f16f0c8b.jpg	Boat neck
U neck	4387_626f9292eae6ec0afe3a028d068381fe.jpg	V Neck
chinese collar neck	881_3157477c5b1f431ec055ef48da9b6dc7.jpg	chinese collar neck
Low cut neck	4531_04dccc301cb723512abace71d6537cbf.jpg	U neck
chinese collar neck	2420_57cec1c5abf1395fbb3e3345dd06208f.jpg	Round Neck
V Neck	432_253d8331354977c344a93e97898f6bb2.jpg	U neck
chinese collar neck	2820_cc9490dbaa7134decb58cccc48d58e5f.jpg	chinese collar neck
chinese collar neck	4645_c45fcd179d7b976e09858489b15894aa.jpg	chinese collar neck
chinese collar neck	5206_f372af958edda69770171e1d01380edc.jpg	Low cut neck
chinese collar neck	2068_6f0aea21624662df8371dfc083a1e4b4.jpg	chinese collar neck
Square Neck	4517_c64650f0be2753ac3621de85594204d9.jpg	Square Neck
U neck	2697_03212f858b439fca26e3bfac20f9d0e5.jpg	U neck
Boat neck	678_cd0357158a9d3bada6654bf0cc0deac9.jpg	Round Neck
V Neck	2558_349c09666fcf4f299780a75443dbd2e6.jpg	U neck
chinese collar neck	3294_3694e57e127c6bbaa533c773ac374dc0.jpg	U neck
U neck	5321_b7b754bf1de037d8f7ec7c1e81e2422a.jpg	V Neck
V Neck	549_4a5cc28d1aed58adac4aac070f9bb069.jpg	U neck
Round Neck	1558_313141b8c2b27e224734c415770c900f.jpg	Round Neck
chinese collar neck	3974_320c456ceeaf267fe2b68b03559f2ae0.jpg	chinese collar neck
V Neck	4286_64228f0b8f121b7b409e8b7056a800f9.jpg	chinese collar neck
chinese collar neck	1593_b7da304026cd0c02dea056fce3d28624.jpg	chinese collar neck
Round Neck	1991_9c2612ddff538f6ce87883c59cd16b5a.jpg	U neck
Round Neck	136_d25399e841251e5bf6be6815b82e67ac.jpg	V Neck
U neck	4848_18e3e2ade308f10e3ea433db51812afb.jpg	U neck
Low cut neck	4754_80323efffd51fca4df3086a6e0d33e97.jpg	V Neck
chinese collar neck	4616_21a85b8c13cb9b40dc7e387b3d38551d.jpg	U neck
V Neck	4382_d0562261a788be6e029af89238828e78.jpg	U neck
U neck	2048_4847d6a5a987dec01e2024514c986c9d.jpg	U neck
chinese collar neck	4992_751a7efeeec66b968965cd7be1af01e2.jpg	chinese collar neck
V Neck	4363_8aea43a1e41474b225f189c1482b6e9d.jpg	V Neck
Square Neck	1883_97993a3c409dbfb3875e2ee05936d7d3.jpg	V Neck
U neck	83_132a8d3a15e013b8cb6a90d62b76b066.jpg	U neck
U neck	5020_c97cab8006d594004a3a5463b44d7a9c.jpg	V Neck
chinese collar neck	2158_5de7dd4a52f55f970756ce0785f53e27.jpg	chinese collar neck
U neck	1680_322451d12c5870a8176aa09f42d4c9a0.jpg	U neck
chinese collar neck	3442_53be524f7799c336e6de08c7283df1cc.jpg	V Neck
chinese collar neck	3033_51eb72df48ee1c2ba15f67cfd3336416.jpg	chinese collar neck
V Neck	2515_93f3faaeb4c182682e0ef72e0a1fea96.jpg	Low cut neck
U neck	4410_a24515d37d0044d314f900816ec5807f.jpg	U neck
Round Neck	5522_7d5fb762612d966e9b2fda80e5ef4a44.jpg	U neck
chinese collar neck	3914_cfa86e2e783c4dda3073921e647a02e8.jpg	V Neck
Round Neck	4264_da26bb46f3868ef4d0027de5d0ea0593.jpg	Round Neck
U neck	3195_311e513d61fa4a7a3b04f86f8a5e5938.jpg	U neck
U neck	4821_e2c9a5749a132b861b89ef321766e06d.jpg	U neck
chinese collar neck	3839_f6523c0042899e83d263569671264d5b.jpg	U neck
Round Neck	2691_0cf834401814148bdc22c697a95f8b06.jpg	U neck
Round Neck	4535_1266fd7ad2ee8b2bcf0134f25fcb285f.jpg	Round collar
U neck	3687_edf3c6dc4012fb533460c27026ea3b92.jpg	U neck
U neck	2578_02f76032b83b8f25f5b4824ba8cc423a.jpg	Round Neck
Round Neck	4506_29f677fa60bbde3fc0d53492e8abd030.jpg	V Neck
U neck	2993_00cff393a56dd70778b509dea1c8afa1.jpg	U neck
U neck	4822_398c9b0fa01ce87cda51a62ab20a20ba.jpg	U neck
Low cut neck	320_a1996a54096069555dfd79a2676b90d1.jpg	V Neck
chinese collar neck	467_316f734c523a92493a936c4344f8ada7.jpg	V Neck
U neck	1511_f71e20daec42e4d03de3e3276a910b3f.jpg	U neck
Low cut neck	908_246d37552e25334628a533d68ff864e0.jpg	U neck
chinese collar neck	1381_e2d3652c095c8dfd86f32d63b2a6864b.jpg	chinese collar neck
Round Neck	5357_c0c9ab707466f69cb040a2818ec877c2.jpg	Round Neck
Round collar	5217_983028abab9ed4d013c819ece8c8e6cd.jpg	U neck
chinese collar neck	3309_751f22717cd443fc62a7c6260ecd2676.jpg	V Neck
Round collar	1440_59415dc4ab7948d92a884d2198fb8222.jpg	Round collar
Boat neck	2334_a04c09e4d06c46d8c41f837c150ecd1d.jpg	V Neck
U neck	765_163a7c62bb0b6b8160f9ab88633c2e6b.jpg	Low cut neck
U neck	4705_ec0f61eab17986375221556df9166795.jpg	V Neck
V Neck	758_cbc26dd6748b8cac5106dd0dbadec74c.jpg	Round Neck
Round Neck	3593_fab88820c080e6dc030f660a0b1fe3f5.jpg	U neck
chinese collar neck	4785_3e3f2abc2400c9ca4f9dc2f319a9df53.jpg	V Neck
chinese collar neck	5162_97d7d4c0b14ea658430118d15cf823ba.jpg	V Neck
chinese collar neck	3254_70820b80d41efc608110b04dbe7ce617.jpg	chinese collar neck
V Neck	3598_194d903a1101eb2ba8ba8b654ceda120.jpg	V Neck
Round Neck	1361_408953430707a5228451119cda3ffa00.jpg	U neck
Round collar	3951_732e37c3d00b4db7311bd456005ae6c2.jpg	U neck
Round Neck	774_9fdf9458dc78255302edf4b4ece1dfd4.jpg	Square Neck
Round Neck	5735_c8fa2111660773c3e5fbdb5348f04894.jpg	Round Neck
chinese collar neck	188_6a02b3a47a16de892f43382428085d4b.jpg	V Neck
U neck	3937_3b01822f28730377ba413225bd4cd676.jpg	U neck
Round Neck	1350_0afe102fd786ecd448e1464a2d708bf2.jpg	Boat neck
U neck	2570_b35adc459585c25395aed594ac6782fc.jpg	U neck
U neck	4996_100fa218f820323a25b9e021b053c665.jpg	Round Neck
V Neck	2880_45fc8593d79fecde31c79aa85d83ecd6.jpg	U neck
Round Neck	2135_53af2940c22e692603f65ac64bbedb82.jpg	Round Neck
V Neck	5035_120549691b31264503fb100b7c63d7ae.jpg	Low cut neck
Round Neck	283_77b4151476b0edcded887ffadde1e3d7.jpg	Round Neck
V Neck	2235_34976400dad82e211a0f07484c8a6a1a.jpg	V Neck
Round collar	4556_747f885416dac6ce00b67a53f0535495.jpg	U neck
V Neck	2251_33cfa0081f57474019c05c5919a0d1fc.jpg	Boat neck
Round Neck	5028_e35b03d41e4b983b6c5c3f7e574dde48.jpg	U neck
Round Neck	5592_6258c015792b414dd54c67aa337b0a3b.jpg	Boat neck
Round collar	3097_103f858a96c0a3e5006ceeb871ab3556.jpg	chinese collar neck
Low cut neck	4085_73b8fb8806c32bbb83ae86301f5139dd.jpg	U neck
Round collar	4983_a98dae05b62a4ff18e5d2080fc743efe.jpg	U neck
U neck	3591_f4bea515ac46868808d345736c0b5dd1.jpg	U neck
Round Neck	4948_64d3c5ce9b442e8cbb6f50cc6e8f22bf.jpg	U neck
Boat neck	1764_88a641867511059c80f3abc87a735b11.jpg	Boat neck
chinese collar neck	4350_bf3a38e95d285e3228f4c5182da84989.jpg	chinese collar neck
U neck	2512_741ff49490f1a02b3d579cb990550694.jpg	Round Neck
U neck	2290_058082836ae874d751cfc182857f55b1.jpg	U neck
Boat neck	4723_3336c7286cc059d9b7f879085dba6eb9.jpg	V Neck
chinese collar neck	489_143d9c311760793c6521b66a706fcfc2.jpg	V Neck
Low cut neck	347_b968fd36ef7c4a419323d188ffd9cea5.jpg	V Neck
U neck	1607_186288b1281d29bc0ba5ac5aa8931f5d.jpg	U neck
U neck	3292_76c0fc4c3cd531c9943a629645813eac.jpg	V Neck
Boat neck	2294_b8552608e1595d556767734072c1b6ea.jpg	V Neck
Round collar	1564_e831f35fc8bdc5d1072401ed50c28769.jpg	V Neck
V Neck	1748_721d42590f3da79483226b80b3aec458.jpg	U neck
U neck	5626_d47042fe0ebab9c4c8586d2ed5c1d16d.jpg	V Neck
Round collar	5297_a8ddab201aaaba88a70b538556dfd3f5.jpg	chinese collar neck
U neck	3874_f0295888ebd484017c7516aec1cb0e77.jpg	Round Neck
chinese collar neck	2189_8d2da9d75789f32c27ddc44debbfb33d.jpg	chinese collar neck
U neck	77_f8e88885f05fbb00f7adb296037e32f0.jpg	chinese collar neck
U neck	2483_1dfa71c59f4cea0d54c09266324d00d9.jpg	U neck
Low cut neck	2709_4fa07e1a4e388c3b240fe68e4b36f7dd.jpg	V Neck
Round Neck	1874_7898d7141199268b66ba37ced80151d4.jpg	Boat neck
chinese collar neck	1184_59c033642b5194d000efb84714340ecc.jpg	chinese collar neck
U neck	3832_9d2100c4308bb8fd66a9704dcd3becf0.jpg	U neck
Round Neck	1237_72ff6344047985087b7b083b4f0fef86.jpg	V Neck
Round collar	3216_3673b06069ef8c4af7f91e16330750ca.jpg	U neck
chinese collar neck	2719_9e7fe6a8926e320d30c0d388c1ef5fe8.jpg	Boat neck
U neck	118_2d7d8c6e4f895e1d95dcbf8f23744cab.jpg	Low cut neck
V Neck	3988_942d4fc7ebc3947567fc353dfe307831.jpg	V Neck
U neck	295_19055f26a7ebae1f338a3d3ffd23a956.jpg	U neck
chinese collar neck	5_af1575d024bc51046a96aafb05897968.jpg	chinese collar neck
chinese collar neck	60_b23e3d0532dd79493c3c8a394936c4a2.jpg	chinese collar neck
Round Neck	868_8171452b24f8e96ecda1b1f5642f2617.jpg	U neck
V Neck	379_dd40da5937e582810c6bb8a30985dabb.jpg	Round Neck
V Neck	1975_0b0ce98260b98267e7c9cada0d14664b.jpg	V Neck
chinese collar neck	3035_d7a6108da94a77c4ccf419182286a15a.jpg	chinese collar neck
V Neck	2041_c623c626a287ea578b673c6b12d1dc1d.jpg	V Neck
Boat neck	115_2ef5ba6c74138b5ca60744734f7742a2.jpg	V Neck
chinese collar neck	4652_218d3976ad2da786552cfde1043eff36.jpg	U neck
Round collar	1854_2131acb78003504c47d59adfc6a5b99b.jpg	Round collar
V Neck	4543_00ded983c4699a980f47a2856dd04367.jpg	chinese collar neck
Round Neck	337_62d6adb222076ecb18ace6067c624e84.jpg	V Neck
Round Neck	4158_455d3692ab997c023c2095ea49cb8c1b.jpg	U neck
U neck	3769_8bf454dbaec26ed8a713063dea99c93e.jpg	U neck
U neck	5484_b33ca732bffa5aa38e48f77c7e865457.jpg	Round Neck
chinese collar neck	4574_f8433a27b902d52e21a1911fce589bdf.jpg	chinese collar neck
Round Neck	2509_99c5345335ca86cb7aa2c9d18696ce28.jpg	Round Neck
chinese collar neck	2155_d58d15526b1cd6b21618ffe5a02263b2.jpg	chinese collar neck
Low cut neck	1579_fb9668cbc41ab8b2c1cdf768060af4db.jpg	U neck
U neck	5251_f221cb416073dbc0f90e0b2fc47bee7e.jpg	Round Neck
Boat neck	1179_60e813cac3f3d24c7459c24614816d4e.jpg	Boat neck
Round Neck	264_dd63abf9abf24ffe840e949019878866.jpg	U neck
U neck	4804_6477975c75062fbe35628461d42061e3.jpg	U neck
chinese collar neck	3408_fde7e5c4a6501c90da9e09cc97146095.jpg	U neck
Round Neck	2615_a10935d2bc95556ea37bd689d32034a7.jpg	Boat neck
chinese collar neck	1804_ec36de02992c950d007eeeb74b734c70.jpg	V Neck
chinese collar neck	3180_0cf7d6825270292a24ce7a318a4442b6.jpg	V Neck
Round Neck	2786_59676d4069e4121f4406d6022fbd423c.jpg	Round Neck
chinese collar neck	3612_027a8cf87f95da0df8e00562fb970568.jpg	Low cut neck
Boat neck	3523_9230ed4bf519bf3a0398fc312dd7ab79.jpg	Boat neck
chinese collar neck	1257_d9e3e9bfc06672accb2a8bca4e21005f.jpg	U neck
U neck	5194_e394879d0ac43007f6ca58f91beef002.jpg	U neck
chinese collar neck	2893_ec9fd415942a2414d54dc731d501beae.jpg	chinese collar neck
U neck	3535_4ab91da97d9428964626e9ce59b034ea.jpg	U neck
Round collar	2711_31660ab336388e405850856b27c893d6.jpg	Round Neck
V Neck	3159_88bad6625776f005759c47215632c4c7.jpg	V Neck
chinese collar neck	5097_07bf1a16d2b7f85c5a79d64206b205f2.jpg	chinese collar neck
V Neck	535_52c903f7aa416183b0cb83c6f8ae476f.jpg	U neck
U neck	1674_6d3510122790b6388af4d927a63d251e.jpg	U neck
V Neck	4439_644836e623ec4927c88362c91ed4bccb.jpg	Round Neck
Low cut neck	2549_f9a49dbe8246b9e15170a487a2663fe5.jpg	V Neck
Collar neck	4294_d7b3c39d2770f189216491e6d8d07050.jpg	chinese collar neck
chinese collar neck	4292_6106de83ea6cfb8b877d501bca3f8adc.jpg	chinese collar neck
V Neck	538_c9f9bf6dec3bc37a9937ff9a0c6f6f1a.jpg	Boat neck
U neck	1637_fd724feb2e8b154917fc20681090fa17.jpg	Square Neck
V Neck	3403_246a6a63a1d1649b9fad7c496845c2c4.jpg	V Neck
U neck	5669_48157c98ecf9e6b7a2ee1a1cab00e559.jpg	U neck
U neck	3655_8627f33d686fb679e49b28b0fbf2a13e.jpg	U neck
chinese collar neck	3973_de8470c247365fbf0c1e1698f8386b65.jpg	V Neck
Round collar	3845_3c448a955dbff010d09d2689ab5281fb.jpg	chinese collar neck
Low cut neck	2627_3039a36c018d793b76fd9735c35985f2.jpg	V Neck
U neck	4498_2c389d5dc3844ff5abaf659172545a4c.jpg	Round Neck
chinese collar neck	4851_a2ef84eec7482b36d00e7377a4cc6aae.jpg	V Neck
chinese collar neck	2249_21af01218f238f2902a4e72e94072eb2.jpg	V Neck
V Neck	4283_a40a14cfa926b24a9a92f0c987bcfaaa.jpg	chinese collar neck
Round Neck	34_dc19a90b84a64a70d58d585ca158cf0f.jpg	U neck
Boat neck	2498_32608bddcbb23f05b8eac928c3cfed8c.jpg	U neck
U neck	517_fb243dc15840734e61b20084417f83f0.jpg	U neck
Square Neck	2123_98149e03b45d9bf5b81fd534b29d2030.jpg	V Neck
chinese collar neck	1245_73bbadf53086bb62a6905263dc452b20.jpg	V Neck
Round collar	4147_e671b659e921dbb93cb7c43280724187.jpg	U neck
Round Neck	5115_4765b61cefd1a70e16feca181bb1b0b9.jpg	Round Neck
Round collar	5012_eb17444ade096bb3d00c089487c2fbce.jpg	Round collar
U neck	5537_7a82f55fe7e346e4174ad301e40f0dd1.jpg	Round collar
U neck	1392_fe896e295b66f6a7657fde19ad63bdc5.jpg	U neck
Boat neck	4173_2e04ee1a41c8e509c9f3efa4c018e990.jpg	U neck
V Neck	2807_91adb2b3ed82d0e5da92ca707ec4aa71.jpg	V Neck
V Neck	4972_8b4a768a95c0690409c91ae92ef5a3db.jpg	U neck
chinese collar neck	5036_0d6d17c9aa13c7d06f39a9bb868ca71e.jpg	chinese collar neck
chinese collar neck	1720_bbe791c905a536715f2449a422f3504f.jpg	chinese collar neck
chinese collar neck	1856_20d79077a7fa5b5e62f9d91d6ded9842.jpg	chinese collar neck
V Neck	2742_56ade43128c8b1c0db349e0b28745005.jpg	V Neck
Collar neck	3665_998edb67824d802777320ad4d76351eb.jpg	chinese collar neck
Collar neck	5102_9a7182a968d78a563a54a4640f0d3117.jpg	Round Neck
U neck	2009_4991c619ad7095ec063f2b97f27519c0.jpg	Low cut neck
Low cut neck	3282_77894747e2a13e5bb7b099c43302728f.jpg	Low cut neck
Round Neck	2985_5b628944a0ea975b4781e4d34f4eef86.jpg	V Neck
U neck	802_7de531f44b831b3138310ca9576dc743.jpg	U neck
V Neck	4368_5a3ab64fb89964a4ea26bbda6156b1db.jpg	V Neck
U neck	1694_83143980ec7bc9158e63e2afe082ff03.jpg	U neck
Round collar	4203_298324e252d545b3b4c1d378f73cb617.jpg	Round collar
Round Neck	5625_f314ce7c1def4753a1d54aa19e97e019.jpg	U neck
chinese collar neck	2022_abd7176683acbdec6820b755ce809a23.jpg	U neck
Round Neck	2842_f70b16f29fe44a8074183a9d050bc620.jpg	U neck
V Neck	1670_65d7cccc9cd2078cec5b6141fe1b0269.jpg	U neck
U neck	131_2cf058f15a633ec1c8dc9d66eecf7eb4.jpg	V Neck
Collar neck	5529_3dad48b24a549b744ee3ff20c310a5d5.jpg	V Neck
Round Neck	2718_075b18fde52d7d279b59a9af5e37fc1d.jpg	Round Neck
U neck	2705_450a5c38d66897d8000b462d835baa11.jpg	U neck
U neck	1812_c64e233529af4b300ebd39324064a19a.jpg	U neck
Round Neck	3237_3fedd6461236a9186124e34d5100b401.jpg	Round Neck
Round collar	1278_184a1af8b5a1dd08fb84b3bb7f91ee83.jpg	Round collar
U neck	5294_d19cd51a89258bd882dbab0745baa90f.jpg	U neck
U neck	504_47e7dc77e230d333b0b58baf33d890b3.jpg	U neck
V Neck	3094_67c2a1864ae5d0e1721e9ac86307a94a.jpg	U neck
V Neck	5213_1cc09fa6de7927559e17f4ff3b3c3cb0.jpg	U neck
V Neck	5464_0f32c30dc49ac417446b43656a56afd0.jpg	V Neck
V Neck	1858_6b9e0de269fe91f3321fe560af1015a6.jpg	V Neck
V Neck	3249_76415227d62213fd4f86a9ec5b0d3641.jpg	U neck
Round Neck	2623_7531c5f0342619794d796c3cffb979c4.jpg	Round Neck
V Neck	3740_25bc5f35580841f2c81a4eb196a80ba4.jpg	Round Neck
Boat neck	5105_3710819efc8962eb966e5365c80cd938.jpg	Boat neck
V Neck	5179_20e22aece3848c9f70dae18c2d2dba39.jpg	Low cut neck
chinese collar neck	5342_5fb19539a6df3550fdb8729b75f95f4f.jpg	Boat neck
Round Neck	3540_933a593755e3634af1a3ecde64901087.jpg	V Neck
Round Neck	4386_43709efa19ff7694a3659a022e424102.jpg	Round Neck
chinese collar neck	1024_68c2f69a99c6fc47fc573d688ceaa64e.jpg	U neck
U neck	3109_4f355d213699393679eb4365105fe71e.jpg	Low cut neck
Square Neck	2248_40263418981b92580640bbe14e7fa326.jpg	Round Neck
chinese collar neck	2635_7cf1efafcc6008d3f8bcdef8e217101b.jpg	U neck
Low cut neck	3030_ff7bfd8c5ac95575f9502da57843f4e7.jpg	Collar neck
Round Neck	862_409bb665654d35cf65d6dd2f9490cde4.jpg	U neck
Round Neck	3738_c4141ad3881884872d9de68b959fb785.jpg	Boat neck
Boat neck	1986_324b32b48afea057c8edd2dd345cf029.jpg	Round Neck
U neck	2039_e22f91522cac67b37d58489f38db915c.jpg	U neck
chinese collar neck	4366_c36a0c54845d45fe3977085bda3acf87.jpg	U neck
U neck	1923_c1c34f0318a5cefef836c8d19f23a56c.jpg	U neck
U neck	3831_e3731f88b8cc7dea407468996c5db5b9.jpg	U neck
Boat neck	1483_7bcaadaf07a6f2a121554214f81fcecc.jpg	Boat neck
chinese collar neck	719_801526f02e8d20f3c867cf5e7198cf39.jpg	chinese collar neck
