actual_label	image	predicted_label
V Neck	5416_600a85a15152aecc5ca548bc10b074d7.jpg	U neck
Square Neck	2876_d090433a760dc0baee904dd7074f09f8.jpg	Round collar
Collar neck	745_fcb4e6e0805be60ec1c9073854185ecf.jpg	chinese collar neck
chinese collar neck	2635_7cf1efafcc6008d3f8bcdef8e217101b.jpg	U neck
U neck	5326_52c5d12f49981ef9e2419f562bc69b2f.jpg	Low cut neck
U neck	4277_ef876e6d0f8a04ca67fe065a886f4eca.jpg	Round Neck
chinese collar neck	5137_5afc915985e96630d3b4ddbd0e990c3a.jpg	U neck
U neck	5710_5bf9d54d30cf3308cd51f9be14b66023.jpg	U neck
Collar neck	4899_36b556a632bbbfbf1a9313077226f933.jpg	Round collar
U neck	2648_ea8e730c3a9d4025378773753e5485be.jpg	U neck
V Neck	5368_6e11072c0da2af22534b2ba46a1ffe1b.jpg	chinese collar neck
Round collar	4161_a8e2e927bb276a4d05e50026bd6caec6.jpg	chinese collar neck
chinese collar neck	2214_b0b4642015cec1c73da3a39a52309150.jpg	chinese collar neck
U neck	1997_d5f041d622fc37578a37772bc3a37f51.jpg	Round Neck
U neck	4354_fe7ceab20ad70ed011b5b848b3412203.jpg	U neck
Round Neck	1763_0a2661a4efb5cf03d52b141fad91ef11.jpg	Round Neck
Boat neck	2859_d1291420927fbbd5530fef463f4880f6.jpg	Round Neck
Low cut neck	1099_e7bf6c74363a8ac3a47cf35884003d96.jpg	Square Neck
chinese collar neck	1596_dbc1b67bceb73f6380115a67a290ce14.jpg	chinese collar neck
V Neck	1342_9972573e5464892febbc53a83353c8ff.jpg	U neck
V Neck	4215_34d756bad0869d98154493c24ca3a7f7.jpg	Collar neck
V Neck	178_b7f72e1b97a675fc0741adbce7785721.jpg	U neck
Round collar	3648_9dba602ffe1841dd1226c545a9b9369e.jpg	Round collar
Round Neck	15_174351ff480eb867895828f3708095f6.jpg	Round collar
chinese collar neck	2912_2b28aadc365e2b2aae16c28bd0222617.jpg	Low cut neck
U neck	3346_744c1335c6293c3b1645726dab5c71ae.jpg	U neck
chinese collar neck	1295_184be98b064e82b687df4da6e394a7bf.jpg	chinese collar neck
chinese collar neck	2637_1939464eedf7938d8cadce33f2c2e84a.jpg	chinese collar neck
Round Neck	4097_834096a9b851cdd8de5fbed20cb9a55f.jpg	Round Neck
chinese collar neck	4408_a963b81815405e08efa77806a607ab43.jpg	chinese collar neck
U neck	4482_9b2583a22f2da1e1827f4bfa278d5b7e.jpg	U neck
Round Neck	297_e8bb8dc276c057ac9f17ad88b467be13.jpg	U neck
Low cut neck	3866_1b02aab26080f405829f169bebc5346f.jpg	chinese collar neck
U neck	1162_ff88ac4f7d07c8c0b64c5683acbaf7b7.jpg	chinese collar neck
U neck	3371_5e0f29f7b6974f545a4ee2e30a798677.jpg	V Neck
U neck	4461_85515a1dbd38fbb00b8dca548e4ff55f.jpg	Round collar
U neck	3298_27b12647438dc586c6d3d855a5713036.jpg	U neck
Round Neck	1305_fbf60ee84ccda918082e7134fad55c07.jpg	U neck
U neck	3146_1c7525536722be892c8ed79d6fdcbcdb.jpg	U neck
chinese collar neck	812_4f2d9de94a959e3dd61ef3d87a7e4756.jpg	Low cut neck
chinese collar neck	1572_1ca00d0ddad2fe8f2d9ed1a3e8691710.jpg	U neck
Low cut neck	4544_3e240662636116143193f54f700677d0.jpg	U neck
Low cut neck	2301_3f592012568810093d42409dbb6f90cd.jpg	U neck
Round Neck	2360_da9744c3727c77ecd91f73a86e687d4e.jpg	chinese collar neck
Round collar	4059_9d7a33bb2bc8faa4880e08e1e900275d.jpg	chinese collar neck
chinese collar neck	4129_5795747facab2f597225880818f3b7d8.jpg	Round Neck
V Neck	1783_3a252d3917f0a0fbd0cf45b4e3a3ae8c.jpg	Round Neck
chinese collar neck	3494_7071bb6d34ce45fadbe3f2fd35088f0e.jpg	chinese collar neck
chinese collar neck	3597_396a47d36bfaa050187163bf3ff6ea3b.jpg	Round collar
U neck	4392_9d5ea72c524ae499f464d8ea537b4818.jpg	U neck
Round collar	4873_74a7e753e684f7fcf7564d9469832df2.jpg	U neck
chinese collar neck	1549_bec9d2832ae00be224745b8689898a2f.jpg	U neck
Round Neck	3251_adb902c39a02fe6b17068802e3400bee.jpg	Round Neck
V Neck	3284_e2514c18f16f9aaf8bd54f7f5e1aafc2.jpg	Round Neck
chinese collar neck	231_3436aef3afcfd09ee281ee6c3ff342b7.jpg	chinese collar neck
U neck	4914_777082b494274466e9414a8797abfa71.jpg	Round Neck
chinese collar neck	4495_6701048f1dd82b9d667c6d605ec46de0.jpg	chinese collar neck
V Neck	3796_825c2ae15967bbfa86e006c2ef5698f6.jpg	chinese collar neck
V Neck	4346_55fd9a40daec7890f02af7d4d6d17c76.jpg	chinese collar neck
Round Neck	845_7db9cf213fa072f8e72e18a85740bade.jpg	U neck
Round Neck	2337_e38a8cadd6dae736599bf9efe7406db9.jpg	chinese collar neck
U neck	3330_33e9663817bf6657f6d58702371173b6.jpg	U neck
chinese collar neck	1830_c09858f71f3515985f06336584b7b4b4.jpg	Round Neck
chinese collar neck	2051_5847cadac8399804b40c3f44572c8b92.jpg	chinese collar neck
Boat neck	2672_0f99c568d631e1fda56e4893a3f56d15.jpg	U neck
chinese collar neck	2533_c66872f792abd7a4f0e6a4a2b81c4e91.jpg	chinese collar neck
U neck	2934_e8a176b21538967ae28fc475c8ecc063.jpg	chinese collar neck
U neck	4381_89ab331243c96b643f1b26842f5c8548.jpg	U neck
U neck	5078_1ea4d399c2d532dd8af9193fa914ad73.jpg	Low cut neck
chinese collar neck	211_0ad387b588dd8a4eb1ef87a3de1b5023.jpg	chinese collar neck
U neck	2323_2cc9f1bb5417a4b871f44e5e866d2762.jpg	U neck
U neck	421_f261c66e2bb71c9126d5ee60282785d0.jpg	chinese collar neck
chinese collar neck	3378_f2ba0ff780d22b89bdcd4a82bb91f112.jpg	chinese collar neck
V Neck	4056_7fa33712d70fcc8fbfc172862703bd04.jpg	Low cut neck
V Neck	2079_c053bab66eacd9c705753c2fc5eab470.jpg	Round Neck
Collar neck	915_30fbfd9b6bcf019629a31f7257e8d157.jpg	U neck
V Neck	5454_b30c2de43605330b27e19051c0634035.jpg	Round Neck
Square Neck	710_6223ff7e1afbd027e30235694af8faca.jpg	Round collar
Round Neck	2197_ff6f05d33c4154758eb012d5c1075d7c.jpg	chinese collar neck
V Neck	1970_aca88ec5b0288e2afe310ae37aa23eba.jpg	Round Neck
Low cut neck	4539_d61b227b17c46e7e92834639cf61ce6b.jpg	U neck
chinese collar neck	1940_bdd250f36f540fbdc6ec50d1b0b41953.jpg	chinese collar neck
Round Neck	1752_379f48d488c56f58e7e4b566c97d4f2d.jpg	Boat neck
U neck	517_fb243dc15840734e61b20084417f83f0.jpg	Round Neck
U neck	5055_08a2333bd13d0b494327d28e3321f8c1.jpg	U neck
U neck	1495_71681013d85326a3a2eb043ba350f528.jpg	Square Neck
Boat neck	4096_dbb00bc857385d1d3cee1bef41dda217.jpg	U neck
chinese collar neck	4874_6acd6f1db677685756d8bc316c8cf3cf.jpg	chinese collar neck
U neck	4447_cc066d32b188586bf5e0431f48a25326.jpg	U neck
U neck	2662_7efa12e5212b74f05ec42eb4c73cceb2.jpg	Low cut neck
chinese collar neck	3579_28a6eb70fb7b3239edcf17612422a180.jpg	chinese collar neck
U neck	5775_1dff834533a9257ed6ffb27be5b30048.jpg	U neck
V Neck	5037_da7105cee194f50b5589682aed33090b.jpg	Low cut neck
chinese collar neck	4155_c4acd19054c8d03b4263b152020e17b3.jpg	U neck
Low cut neck	1000_704c8a63280e314c3aef850c0b3c5c42.jpg	Low cut neck
Boat neck	5301_01d562f864263f8baa005c0af36642a1.jpg	Round Neck
Low cut neck	4699_c7b2db8b2f8b5c4f8636554eedceecc9.jpg	Low cut neck
V Neck	4676_323d04a73de44241923c9db812d2e7ea.jpg	V Neck
Round collar	3038_e5ea9e2d6a8ce3c8082c9f7c54479db2.jpg	Collar neck
Round collar	556_4ff68a229a6e2dcb353166117f4148a7.jpg	U neck
chinese collar neck	2797_7c3a368a97a0df6995bfee4cd304a63d.jpg	chinese collar neck
U neck	2655_625c1cf24c9bcc987be961bdd30c3a78.jpg	U neck
Boat neck	1986_324b32b48afea057c8edd2dd345cf029.jpg	Boat neck
chinese collar neck	5186_98f347dae54382024ee4ad51dbef0463.jpg	U neck
V Neck	4541_84db24cdf7c1da69a0595248521decf6.jpg	U neck
chinese collar neck	5658_473e60ddc1bb48ded68da2c9244cfff7.jpg	U neck
chinese collar neck	4373_b1dc0bbed38f9bc30f3f771065da9fbc.jpg	chinese collar neck
U neck	1639_de4bcae536f4cab013f54254ae7e10db.jpg	U neck
U neck	275_e2daf16a076ec8b0cf14a616ade7acb4.jpg	U neck
chinese collar neck	4371_81fe979a9b079885b8d24fde74302085.jpg	chinese collar neck
Round Neck	2722_6a469294afde7e3768b46d51a302e561.jpg	Round Neck
Round Neck	3345_ec2dc446e1d589d29970870fd0c075e4.jpg	Square Neck
Round Neck	4784_638d23fa301dd3775d8cc6a81b2dace1.jpg	Round Neck
chinese collar neck	3003_c3631d2cf137ed7cc26cfa0ce6d7afa7.jpg	chinese collar neck
V Neck	992_a79a8226533d5241a13ca71b6603d84b.jpg	Round Neck
Round Neck	3447_ecf96a7934cea33770c5bbe4864d61f1.jpg	Round Neck
Round Neck	5686_d69887daa6618ed0977d78ea69024219.jpg	Square Neck
V Neck	5213_1cc09fa6de7927559e17f4ff3b3c3cb0.jpg	Round Neck
Boat neck	3440_23a98ad86c732ff03666a15d76e1b3b0.jpg	U neck
V Neck	240_f82ecb780c0e1239c647c851aa8cd2dd.jpg	Round Neck
V Neck	1138_139af591684691a80b971766a6d028fe.jpg	Round Neck
chinese collar neck	3375_51821e101d4347e69f18582d5872f1f1.jpg	U neck
Round collar	5266_61826c5439f09a3cccae27508357e8dc.jpg	Round collar
Round collar	2085_30ed0a5e9bca60ab4bf366164c6078bb.jpg	chinese collar neck
Boat neck	4850_5da82ab90c9c8dd2c4288ac0d3f41ad9.jpg	Round Neck
U neck	2167_b997d9f5eefbab4600058ffb4e19c465.jpg	U neck
Round Neck	931_2968f0903654a1281f11de5d9c9a10e3.jpg	U neck
chinese collar neck	970_51bde6fadd2d9f3566971aeac7cc50f3.jpg	Round collar
Low cut neck	3285_81f4c95aa3ce219edf52e7ead718903f.jpg	U neck
U neck	1708_9a4cd7601dcd227887cc472642327ebe.jpg	Low cut neck
V Neck	1892_fadf0a8d1f5e189e19f594c43191ad4f.jpg	U neck
Boat neck	4409_956eacac37ee61bd53eae9ab8903890b.jpg	Round Neck
Round Neck	4386_43709efa19ff7694a3659a022e424102.jpg	Round Neck
V Neck	2843_447771fee0d7945262ff099053ffcc00.jpg	chinese collar neck
V Neck	2316_65b539a4aa36cb98fcbe65addf12fbb7.jpg	Round Neck
Round Neck	2313_1542422e504d98baa841e07e44f9f547.jpg	U neck
Collar neck	5564_614542ff51d17cc89df3f88bc3888035.jpg	Low cut neck
chinese collar neck	3623_9fb0dda5bd7bf83bb54c9181d7668c01.jpg	U neck
chinese collar neck	4417_459162d0be925ad4a959658d87c3514b.jpg	Round Neck
V Neck	1886_6608f1cd9f4b6c63bf2aea3c3f7cc37f.jpg	Round Neck
U neck	926_944fc4d486e842e76d9d330a374f9a71.jpg	Square Neck
chinese collar neck	2019_864702aebd1167e95be65d44ce5e939e.jpg	Round Neck
Round Neck	3834_10a32106c758b48ba59f18d32677ba26.jpg	U neck
Round Neck	2222_278c41c2c658555eaafa6f7b9b654e3b.jpg	Round Neck
U neck	3289_35935d0fb121db3da263bf69c06aad78.jpg	Round Neck
Low cut neck	4947_5bfe0b82f4987e4da90dda94d11393db.jpg	Low cut neck
chinese collar neck	1226_4d3c6d4949c5d341507c991864a47dee.jpg	chinese collar neck
chinese collar neck	575_6d803e1d2954c1e6643517ceac27ab42.jpg	Round collar
Round Neck	2507_a70cee5255075855b204c5b70cfa90b2.jpg	Round Neck
V Neck	4443_3550b047940e3a2d25185e0349793202.jpg	U neck
V Neck	741_626ea4add1bb117fc32e325d1a8d8bc6.jpg	U neck
V Neck	3961_458e94f9f99595500371ad234c404261.jpg	chinese collar neck
V Neck	5539_2f4a72f3b91bd21e8cca332167060300.jpg	Round collar
V Neck	2810_278de413e088448ca10dc3fee85086ce.jpg	V Neck
Round Neck	2802_6f5f5b4d3c9ac392e417899431e0905c.jpg	Round Neck
chinese collar neck	5653_91b7d96aaef38ff9c99c7a33dd86c109.jpg	Round collar
Round Neck	3559_ce5324efa43f6d816200b34791e1be2c.jpg	Boat neck
U neck	4778_acc4b54be7de7a3ec1d58ccb348a4395.jpg	Boat neck
Low cut neck	3025_03ae947849dc8cab8959f8b78dfd7ee0.jpg	chinese collar neck
U neck	4635_434f1329e8ff50df3a2b3842f85e5e62.jpg	Collar neck
chinese collar neck	3347_0f64364243afe8f90259abe6acf84c98.jpg	chinese collar neck
chinese collar neck	1705_c1d7feacd7c9bbfa70a2a2651d4c4084.jpg	chinese collar neck
Round Neck	3007_9cf6f6d05e2d69317d77aca3be35bf43.jpg	Round Neck
chinese collar neck	1514_ac46ca5099c2a7cf4d0b0c9e75492cd7.jpg	Round Neck
Boat neck	1618_be45c168c6f0fdd576189cf290d39b81.jpg	Round Neck
Round collar	176_4d263b6ebbccd947b7861164b2925765.jpg	U neck
V Neck	482_a43d698deb1eb0b47102894cd976be31.jpg	U neck
chinese collar neck	5543_e61029dc8d6c557879a088e04aac95eb.jpg	chinese collar neck
V Neck	5044_54172d92470d7af2085f0b31b6ad1318.jpg	V Neck
V Neck	2217_d667116b28b4051bbce6314194cd6dc8.jpg	Round Neck
chinese collar neck	5165_bdf47fe35a5e579670db9d32ad74c3b0.jpg	chinese collar neck
chinese collar neck	4709_618b946ac635dd4f35e8b7b7c6a1e445.jpg	chinese collar neck
chinese collar neck	1698_e4cb17780aa1401e6382cd55b8ef54b5.jpg	chinese collar neck
Round Neck	4839_3a5070c513cff75797c8ec9d70a2db16.jpg	Round Neck
chinese collar neck	1701_370f4bfdb7fa262058f33b1351b277f3.jpg	V Neck
Square Neck	1955_8a23570fa283d80590891eb55faa95b0.jpg	U neck
chinese collar neck	3438_aca7d2b6ae8601a449c6544c3b008cd5.jpg	U neck
Round Neck	4880_1342cf51e47091cf17ecb0ec558a0531.jpg	V Neck
Round Neck	823_ecc157a080a24720af3cdb9369ba5349.jpg	Round Neck
Round Neck	4912_6d2bff9b9e4639722e2b0ab6c03e0560.jpg	Round Neck
U neck	3542_4aa1f070f28ffb063aae1ffb63f1377b.jpg	U neck
Round Neck	1346_c24b8a657cc23acce69b9e129bb2bd66.jpg	U neck
Boat neck	4526_7de020e7552db2ba0d7cfe46f16f0c8b.jpg	Boat neck
Round Neck	3335_416d87291f856c2d2ccedc2fbe5d088f.jpg	Round Neck
Round Neck	5657_04318a4623b863c542641d2888032601.jpg	U neck
U neck	506_a1b91f55b434231ca5b14209dee56964.jpg	V Neck
U neck	3549_4b13865738034f457022db9c301f6233.jpg	Round Neck
Round Neck	3193_e58fcbee0c30236a89842d0446afc953.jpg	Round Neck
U neck	3508_85f4d9a02a59a0e237d713db490d3850.jpg	Low cut neck
V Neck	1001_fa90d1c7e339ffa0f792fd68e3f28b7f.jpg	chinese collar neck
Low cut neck	16_bdde2c53e413b27e06bc0ebdf21211f7.jpg	Round Neck
Round Neck	1348_6ada9f76135b22934a40100341af82fd.jpg	Low cut neck
V Neck	533_44d6b69d74472951f859dcbf55faaedf.jpg	U neck
U neck	3897_5c7560ef2bd001b305140e54392dccc1.jpg	chinese collar neck
chinese collar neck	5659_ce45f1ef6d87fb40f34710c587519ac4.jpg	U neck
chinese collar neck	3307_e4467bccc2ac979e247a7c129a114f9a.jpg	U neck
